worm-eaten [01/'wə:m'i:tn/]	[01* ttừ]\n- bị sâu đục, bị mọt ăn\n- (bóng) cũ kỹ
wrong [01/rɔη/]	[01* ttừ]\n- xấu, không tốt, tồi\n[02= it is wrong to speak ill of one's companion] nói xấu bạn là không tốt\n- trái, ngược\n[02= in the wrong sense] trái chiều, ngược\n[02= the wrong side] mặt trái\n[02= wrong side foremost] ngược, trước ra sau\n[02= wrong side out] trái, trong ra ngoài\n[02= wrong side up] ngược, trên xuống dưới\n- sai, không đúng, lầm; trái lý, sai trái\n[02= my watch is wrong] đồng hồ tôi không đúng\n[02= wrong use of a word] sự dùng từ sai\n[02= to be wrong] trái lý, sai\n- không ổn\n[02= there is something wrong with him] anh ta có điều gì không ổn\n[02= what's wrong with that?] được cả, không có gì không ổn phải không?\n[04! to be on the wrong side of forty]\n- xem [03side]\n[04! to be in the wrong box]\n- xem [03box]\n[04! to have (get) hold of the wrong end of the stick]\n- có ý nghĩ hoàn toàn lầm; có cảm tưởng hoàn toàn lầm\n[04! on the wrong foot]\n- (thể thao) trái chân, tréo giò\n[01* phtừ]\n- sai, không đúng, không đáng, bậy\n[02= to do a sum wrong] làm sai một bài tính\n- lạc\n[02= to lead someone wrong] dẫn ai lạc đường\n[04! to get in wrong with someone]\n- (Mỹ) bị ai ghét\n[04! to get someone in wrong]\n- làm cho ai mất tín nhiệm; làm cho ai bị ghét bỏ\n[04! to go wrong]\n- lạc đường, lầm đường\n- (kỹ) hỏng, không chạy (máy)\n- (thương nghiệp) không chạy, tiến hành không tốt\n- (bóng) trở nên xấu, hỏng đi\n- (bóng) sa ngã, lầm lạc\n[01* dtừ]\n- điều xấu, điều không tốt, mặt xấu, cái xấu\n[02= to make wrong right] làm cho cái xấu thành tốt\n[02= to know right from wrong] biết phân biệt phải trái\n- điều sai trái, điều bất công\n[02= to be in the wrong] trái\n[02= to put someone in the wrong] đổ cái sai cho ai\n- (pháp lý) điều thiệt hại, điều tổn hại\n[02= to do somebody wrong] làm hại ai\n[01* ngđtừ]\n- làm hại, làm thiệt hại (người nào)\n- đối đãi bất công (với người nào)\n- chụp mũ, gán cho những động cơ không tốt
wrongdoer [01/'rɔηdu:ə/]	[01* dtừ]\n- người làm điều trái\n- (pháp lý) người phạm tội
wrongdoing [01/'rɔη,du:iη/]	[01* dtừ]\n- sự làm điều trái; điều trái, điều sai lầm, việc xấu\n- (pháp lý) điều phạm pháp, tội
wrong-foot [01/'rɔη'fut/]	[01* ngđtừ]\n- chặn (ai) không được chuẩn bị trước (nhất là trong thể thao) 
wrongful [01/'rɔηfl/]	[01* ttừ]\n- bất công, không công bằng, không đáng, vô lý\n[02= wrongful dismissal] sự thải hồi bất công\n- thiệt hại cho; tổn hại cho\n- (pháp lý) trái luật, phi pháp
wrongfully [01/'rɔηfəli/]	[01* ttừ]\n- bất công, không công bằng, không đáng, vô lý\n- thiệt hại cho; tổn hại cho\n- <pháp> trái luật, phi pháp, bất hợp pháp, không đúng đắn
wrongfulness [01/'rɔηfənis/]	[01* dtừ]\n- sự bất công, sự phi lý
wrong-headed [01/'rɔη'hedid/]	[01* ttừ]\n- ương ngạnh
wrong-headedness [01/'rɔη'hedidnis/]	[01* dtừ]\n- tính ương ngạnh
wrongly [01/'rɔηli/]	[01* phtừ]\n- không đúng, sai, sai lầm, sai trái, trái lý\n- bất công
wrongness [01/'rɔηnis/]	[01* dtừ]\n- tính chất xấu\n- tính chất sai, tính chất không đúng
wrote [01/rait/]	như [03write]
wroth [01/rouθ/]	[01* ttừ]\n- (thơ ca),(văn học) ;(đùa) giận, tức giận\n[02= to wax wroth] nổi giận
wrought [01/rɔ:t/]	[01* thời quá khứ & động tính từ quá khứ của] [03work]\n[01* ttừ]\n- đã rèn (sắt) ; đã thuộc (da) ; đã bào kỹ (gỗ) ; chạm trổ (đồ bằng bạc) 
wrung [01/riɳ/]	[01* dtừ]\n- sự vặn, sự vắt, sự bóp\n- sự siết chặt (tay...)\n[01* ngđtừ wrung]\n- vặn, vắt, bóp\n[02= to wring (out) water] vắt nước\n[02= to wring (out) clothes] vắt quần áo\n- siết chặt\n[02= to wring someone's hand] siết chặt tay người nào\n[02= to wring one's hands] bóp (vặn) tay (tỏ vẻ thất vọng)\n[02= to wring tears from someone] làm cho người nào phát khóc\n- (bóng) vò xé, làm cho quặn đau; làm đau khổ\n[02= to wring someone's heart] làm cho ai đau lòng\n- (bóng) moi ra, rút ra (bằng áp lực...)\n[02= to wring consent from somebody] moi ra cho được sự đồng ý của ai\n[02= to wring money from (out of)] moi tiền, nặn của
wry [01/rai/]	[01* ttừ]\n- méo mó, nhăn nhó\n[02= to pull a wry face] nhăn mặt\n- (bóng) gượng\n[02= a wry smile] cái cười gượng
wryneck [01/'rainek/]	[01* dtừ]\n- (y) chứng vẹo cổ\n- (động vật) chim vẹo cổ
wt [01/,dʌblju: 'ti:/]	- vt của [03weight]\n- cân nặng, trọng lượng
wto	[01* (vt)]\n- Tổ chức mậu dịch quốc tế ([03World Trade Organization] ) 
wu	[01* dtừ]\n- (lịch sử TrungHoa) Nhà Ngô (thời Tam Quốc) 
wwf	[01* (vt)]\n- Quỹ quốc tế bảo vệ động vật hoang dã ([03World Wildlife Fund] ) 
www	- (world wide web) 
WX [01/,dʌblju: 'eks/]	- (vt)(trên quần áo) [03woman's extra large] + ngoại cỡ (nữ) 
wyandotte [01/'waiəndɔt/]	[01* dtừ]\n- giống gà vianđôt
wych-elm [01/'wit∫'elm/]	[01* dtừ]\n- (thực vật) cây du núi\n- gỗ du núi
wych-hazel [01/'wit∫'heizl/]	[01* dtừ]\n- <thực> cây phỉ (loại cây ở châu A hoặc ở Bắc Mỹ có hoa vàng)\n- chất nước chiếc từ vỏ cây phỉ (dùng để chữa các chỗ bầm tím hoặc chỗ sưng tấy trên da) 
wye [01/wai/]	[01* dtừ]\n- chữ Y\n- vật chữ Y
wynd [01/waind/]	[01* dtừ]\n- (Ê-cốt) đường phố có cây hai bên
wysiwyg	- thấy gì được nấy (What You See Is What You Get) 
wyvern [01/'waivə:n/]	như [03wivern]
x [01/eks/]	[01* dtừ] s/n [02Xs, X's]\n- x\n- 10 (chữ số La mã)\n- (toán) ẩn số x\n- yếu tố ảnh hưởng không lường được
xanthate [01/'zænθeit/]	[01* dtừ]\n- (hoá) xantat
xanthic [01/'zænθik/]	[01* ttừ]\n- (hoá) xantic\n[02= xanthic acid] axit xantic
xanthine [01/'zænθin/]	[01* dtừ]\n- (hoá) xantin
xanthippe [01/zæn'θipi/]	[01* dtừ]\n- Xanthippe người vợ lăng loàn
xanthophyll [01/'zænθəfil/]	[01* dtừ]\n- (thực vật) xantofin
xanthous [01/'zænθəs/]	[01* ttừ]\n- (nhân chủng học) vàng (da) 
x-axis [01/'eks'æksis/]	[01* dtừ]\n- (toán) trục hoành
xbase	- Một thuật ngữ chung để chỉ tất cả các môi trường lập trình nào có xuất xứ từ ngôn ngữ lập trình gốc dBASE của Ashton-Tate, Inc Vì từ dBASE là một nhãn hiệu đã được cầu chứng, nên thuật ngữ Xbase được sử dụng để mô tả bất kỳ ngôn ngữ lập trình nào dựa trên cơ sở dBASE Các ngôn ngữ Xbase gồm có FoxPro, dBASE, Clipper, Arago, Force
xcmd	- lệnh ngoại trú của DOS
xcnf	- chức năng XCFN
xebec [01/'zi:bek/]	[01* dtừ]\n- (hàng hải) thuyền xêbec, thuyền ba cột buồm (ở Địa trung hải) 
xenix	- Một hệ điều hành do Microsoft Corporation biên soạn, phù hợp với System V Interface Definition (SVID) của UNIX và chạy trên các máy tính tương thích IBM PC
xenogamy [01/zi:'nɔgəmi/]	[01* dtừ]\n- (thực vật) sự giao phấn
xenomorphic [01/,zenə'mɔ:fik/]	[01* ttừ]\n- (địa) có dạng khác thường, dị hình
xenon [01/'zenɔn/]	[01* dtừ]\n- (hoá) xenon
xenophilia [01/,zenə'filjə/]	[01* dtừ]\n- sự chuộng người nước ngoài, sự sùng ngoại
xenophilous [01/,zenə'filəs/]	- tính tư\n- chuộng người nước ngoài, sùng ngoại
xenophobe [01/'zenəfoub/]	như [03antiforeign]
xenophobia [01/,zenə'foubjə/]	[01* dtừ]\n- tinh bài ngoại
xenophobic [01/,zenə'foubik/]	[01* ttừ]\n- ghét người nước ngoài, bài ngoại
xerophagy [01/ziə'rɔfədʒi/]	[01* ttừ]\n- ăn khô; ăn khan
xerophilous [01/ziə'rɔfiləs/]	[01* ttừ]\n- ưa khô (cây) 
xerophthalmia [01/,ziərɔf'θælmjə/]	[01* dtừ]\n- (y) bệnh khô mắt
xerophyte [01/'ziərəfait/]	[01* dtừ]\n- (thực vật) cây ưa khô, cây chịu hạn
xerox [01/'ziərɔks/]	[01* dtừ]\n- kỹ thuật sao chụp không dùng mực ướt\n[01* ngđtừ]\n- sao chụp
xga	- Chuẩn hiển thị video
xhosa [01/'kɔ:sə/]	[01* dtừ]\n- người Bantu ở Nam Phi\n- ngôn ngữ Bantu\n[01* ttừ]\n- (thuộc) người Bantu
xi	- ski (&#958;) 
xia	[01* dtừ]\n- như [03Hsia] 
xin	[01* dtừ]\n- như [03Hsin] 
xiphoid [01/'zifɔid/]	[01* ttừ]\n- hình kiếm\n[01* dtừ]\n- (phẫu) mẩu ức
xl [01/eks'el/]	- quá rộng (extra large) 
Xmas [01/'eksməs/]	như [03Christmas]
xmodem	- Một giao thức truyền tệp không đồng bộ dùng cho máy tính cá nhân, để truyền không lỗi các tệp tin máy tính qua hệ thống điện thoại dễ dàng hơn
xms	- bộ nhớ XMS
xon/xoff handshaking	- thiết lập quan hệ, tay bắt tay
x-rated	[01* ttừ]\n- (nói về phim) cấm người dưới 18 tuổi xem; dành cho người lớn
X-ray [01/'eks'rei/]	[01* dtừ]\n- tia X, tia Rơngen\n- (định ngữ)(thuộc) tia X\n[02= x-ray treatment] phép điều trị bằng tia X\n[01* ngđtừ]\n- chụp (ảnh bằng) tia X
x-rays	- tia x, tia rơn ghen
xx [01/'eksiz/]	[01* dtừ]\n- (từ Mỹ) tờ 20 đô la\n- (vt) của [03double-cross] (lóng) sự lừa dối; sự phản bội\n[02= I know you gave me the XX] Tôi biết rằng anh đã phản bội lại tôi
xylem [01/'zailəm/]	[01* dtừ]\n- (thực vật) chất gỗ, xylem
xylen [01/'zaili:n/]	[01* dtừ]\n- (hoá) xilen; xilol
xylocarp [01/'zailəkɑ:p/]	[01* dtừ]\n- (thực vật) quả mộc\n- cây có quả mộc
xylocarpous [01/,zailə'kɑ:pəs/]	[01* ttừ]\n- (thực vật) có quả mộc
xylograph [01/'zailəgrɑ:f/]	[01* dtừ]\n- bản khắc gỗ
xylographer [01/zai'lɔgrəfə/]	[01* dtừ]\n- thợ khắc gỗ
xylography [01/zai'ləgrəfi/]	[01* dtừ]\n- thuật khắc gỗ
xyloid [01/'zailɔid/]	[01* ttừ]\n- có gỗ; dạng gỗ; có linin
xylonite [01/'zailənait/]	[01* dtừ]\n- xenluloit
