wine-stone [01/'wain'stoun/]	[01* dtừ]\n- cáu rượu (ở đáy thùng) 
withhold [01/wiđ'hould; wiθ'hould/]	[01* ngđtừ withheld]\n- từ chối không làm; từ chối không cho\n[02= to withhold a document] từ chối không cho một tài liệu\n[02= to withhold one's help from someone] từ chối không giúp đỡ ai\n[02= to withhold one's hand] không chịu ra tay (làm việc gì)\n- giấu\n[02= to withhold the truth from a friend] giấu sự thật với người bạn\n- ngăn cn, giữ lại\n[02= to withhold someone from drinking] ngăn ai không cho uống rượu\n- (pháp lý) chiếm giữ\n[02= to withhold property] chiếm giữ tài sn
withholden [01/wiđ'hould(ə) n/]	- quá khứ phân từ (cổ) của withhold
withholding [01/wiđ'houldiη/]	[01* dtừ]\n- sự từ chối không làm; sự từ chối không cho\n- sự giấu giếm (sự thật...)\n- sự ngăn cn\n- (pháp lý) sự chiếm giữ (tài sn) 
withholding tax [01/wiđ'houldiη'tæks/]	- (ktế) Thuế chuyển lợi nhuận về nước.
within [01/wi'đin/]	[01* gtừ]\n- ở trong, phía trong, bên trong, trong\n[02= within the castle] bên trong lâu đài\n[02= within doors] trong nhà; ở nhà\n[02= within four walls] trong (giữa) bốn bức tường\n- trong vòng, trong khong\n[02= within three months] trong vòng ba tháng\n[02= within the next week] trong khong tuần tới\n[02= within an hour] trong vòng một giờ\n[02= within three miles] không quá ba dặm\n- trong phạm vi\n[02= within one's power] trong phạm vi quyền hạn của mình\n[02= within the four corners of the law] trong phạm vi pháp luật\n[02= to do something within oneself] làm việc gì không bỏ hết sức mình ra\n[02= within hearing] ở gần có thể nghe được, ở gần có thể bị nghe thấy\n[01* phtừ]\n- (cổ) ở trong, bên trong, ở phía trong\n[02= to decorate the house within and without] trang hoàng ngôi nhà c trong lẫn ngoài\n[02= to go within] đi vào nhà, đi vào phòng\n[02= is Mr. William within?] ông Uy-li-am có (ở) nhà không?\n- (bóng) trong lưng tâm, trong thâm tâm, trong tâm hồn\n[02= such thoughts make one pure within] những ý nghĩ như vậy làm cho tâm hồn người ta trong sạch\n[01* dtừ]\n- phía trong, bên trong\n[02= from within] từ bên trong
without [01/wi'đaut/]	[01* gtừ]\n- không, không có\n[02= to without travel without a ticket] đi xe không (có) vé\n[02= rumour without foundation] tin đồn không căn cứ\n[02= without end] không bao giờ hết\n[02= without number] không thể đếm được, hằng hà sa số\n[02= to speak English without making mistakes] nói tiếng Anh không lỗi\n- (cổ) ngoài; khỏi\n[02= without this place] ngoài chỗ này; khỏi chỗ này\n[01* phtừ]\n- (cổ) bên ngoài, phía ngoài, ở ngoài, ngoài\n[02= to stay without] ở ngoài\n[01* liên từ]\n- (cổ) trừ phi\n[01* dtừ]\n- phía ngoài, bên ngoài\n[02= from without] từ ngoài vào
withs	như [03withe]
withstand [01/wiđ'stænd; wiθ'stænd/]	như [03withstool]
withstanding [01/wiđ'stændiη/]	[01* dtừ]\n- sự chống cự; sự chịu đựng
withstood [01/wiđ'stud/]	[01* ngđtừ] [03(withstood)]\n- giữ vững, trụ lại, cưỡng lại, chịu đựng, chống lại
withstool	[01* đtừ withstood]\n- chống lại, chống cự; chịu đựng\n[02= to withstand a siege] chống lại một cuộc bao vây\n[02= to withstand hard wear] chịu được mòn
withy [01/'wiđi/]	[01* dtừ]\n- cành liễu gai (để đan lát) 
witless [01/'witlis/]	[01* ttừ]\n- ngu đần, đần độn
witness [01/'witnis/]	[01* dtừ]\n- sự làm chứng\n[02= to call someone to witness] gọi người nào ra làm chứng\n- bằng chứng, chứng cớ, bằng cớ; vật làm chứng; lời khai làm chứng\n[02= to bear witness to] làm bằng chứng cho\n[02= in witness of] để làm bằng cho\n- người chứng kiến ((thường) eyes witness)\n[02= the witness of an accident] người chứng kiến một tai nạn\n- (pháp lý) nhân chứng, người làm chứng\n[02= witness for the defence] nhân chứng cho bên bị\n- người chứng nhận, người làm chứng (trong đn từ, tờ khai)\n[01* ngđtừ]\n- chứng kiến\n[02= to witness an accident] chứng kiến một tai nạn\n- chứng tỏ, để lộ ra, nói lên\n[02= her place face witnessed her agitation] sắc mặt tái mét chứng tỏ cô ta bối rói\n- (pháp lý) làm chứng cho\n[02= to witness the good intention of] làm chứng cho ý định tốt của\n- ký chứng nhận\n[02= to witness a will] ký chứng nhận một tờ di chúc\n[01* nđtừ]\n- làm chứng\n[02= to witness for an accused person] làm chứng gỡ tội cho một người bị cáo\n- chứng thực
witness-box [01/'witnis'bɔks/]	[01* dtừ]\n- ghế nhân chứng (trong toà án) 
witness-stand [01/'witnis'stænd/]	[01* dtừ]\n- (Mỹ)(như) [03witness-box] 
witted [01/'witid/]	[01* ttừ]\n- thông minh; khôn\n- có trí óc (dùng trong từ ghép)\n[02= quick witted] nhanh trí, ứng đối nhanh
witter [01/'witə/]	[01* nđtừ]\n- (tục) lải nhải, nói hoài (một chuyện không quan trọng) 
witticism [01/'witisizəm/]	[01* dtừ]\n- lời nói dí dỏm, lời nhận xét tế nhị
wittiness [01/'witinis/]	[01* dtừ]\n- tính chất dí dỏm, tính chất tế nhị (của lời nói, nhận xét...) 
wittingly [01/'witiηli/]	[01* phtừ]\n- có ý thức, tự giác, có suy nghĩ
witty [01/'witi/]	[01* ttừ]\n- dí dỏm, tế nhị\n[02= a witty answer] câu tr lời dí dỏm\n[02= a witty person] người dí dỏm
wive [01/waiv/]	[01* nđtừ]\n- (hiếm) lấy làm vợ, cưới vợ\n[02= to wive with someone] lấy người nào làm vợ\n[01* ngđtừ]\n- (hiếm) lấy (làm vợ), cưới\n- cưới vợ (cho người nào) 
wivern [01/'waivə:n/]	[01* dtừ]\n- rồng bay (ở huy hiệu) 
wives [01/waif/]	[01* dtừ] s/n [03wives]\n- vợ\n[02= to take to wife] (cổ) lấy làm vợ, cưới làm vợ\n- (cổ) người đàn bà; bà già
wizard [01/'wizəd/]	[01* dtừ]\n- thầy phù thuỷ\n- người có tài lạ\n[02= I am no wizard] tôi có tài cán gì đâu\n[01* ttừ]\n-(ngôn ngữ nhà trường),(lóng) kỳ lạ
wizardry [01/'wizədri/]	[01* dtừ]\n- ma thuật, quỷ thật
wizen [01/'wizn/]	như [03weazen]
wizened [01/'wiznd/]	như [03weazen]
wizier [01/wi'ziə/]	[01* dtừ]\n- tể tướng (A-rập), vizia
wk [01/,dʌblju: 'ek/]	[01* dtừ]\n- tuần lễ (week)\n- công việc (work) 
wmf	- Một đuôi mở rộng của tên tệp chỉ rõ rằng tệp đó có chứa một hinfh đồ họa dưới cất giữ theo khuôn thức windows Metafile Format
wmo	[01* (vt)]\n- Tổ chức khí tượng thế giới ([03World Meteorological Organization] ) 
wo [01/wou/]	như [03whoa]
woad [01/woud/]	[01* dtừ]\n- (thực vật) cây tùng lam, cây cái nhuộm\n- chất tùng lam (lấy ở lá cây tùng lam, để nhuộm)\n[01* nđtừ]\n- nhuộm bằng chất tùng lam
wobble [01/'wɔbl/]	[01* dtừ]\n- sực lắc lư, sự nghiêng bên nọ ngả bên kia\n- sự rung rinh\n- sự rung rung, sự run run (giọng nói)\n- (bóng) sự do dự, sự lưỡng lự; sự nghiêng ngả (về chính kiến...)\n[01* nđtừ]\n- lắc lư, nghiêng bên nọ ngả bên kia\n- lung lay (cái bàn...)\n- lảo đảo, loạng choạng (người)\n- rung rung, run run (giọng nói)\n- (bóng) lưỡng lự, do dự, nghiêng ngả\n[02= to wobble between two opinions] lưỡng lự giữa hai ý kiến
wobbler [01/'wɔblə/]	[01* dtừ]\n- người do dự, người hay lưỡng lự; người hay nghiêng ngả
wobbly [01/'wɔbli/]	[01* ttừ]\n- lung lay\n[02= a wobbly table] một cái bàn lung lay\n- loạng choạng, lảo đảo (người)\n- rung rung, run run (giọng nói)\n- (bóng) do dự, lưỡng lự; nghiêng ngả (người) 
wodge [01/wɔdʒ/]	[01* dtừ]\n- (+[04of something])(tục) một miếng lớn, một khối lượng lớn
woe [01/wou/]	[01* dtừ]\n- sự đau buồn; điều phiền muộn, nỗi đau khổ, nỗi thống khổ\n[02= woe is me!] ôi khổ tôi chưa!\n- (số nhiều) tai hoạ, tai ương\n[02= poverty, illness and other woes] nghèo nàn, bệnh hoạn và những tai hoạ khác
woebegone [01/'woubigɔn/]	[01* ttừ] buồn rầu, khổ sở, thiểu não
woeful [01/'woufl/]	như [03woesome]
woefully [01/'woufuli/]	[01* phtừ]\n- buồn rầu, tang thương\n- đáng thương\n- (tục) ghê, ghê gớm
woesome [01/'wousəm/]	[01* ttừ]\n- buồn rầu, thiểu não (người)\n- đáng buồn, đáng thương\n[02= a woeful event] một sự việc đáng buồn\n- đau khổ, thống khổ, đầy tai ương\n[02= a woeful period] một thời kỳ đau khổ
wok [01/wɔk/]	[01* dtừ]\n- cái xanh, chảo (chảo lớn có hình như chiếc bát, để nấu nướng; nhất là thức ăn Trung quốc) 
woke	[01* dtừ]\n- (hàng hải) lằn tàu\n[04! to follow in the wake of somebody]\n- theo chân ai, theo liền ngay sau ai\n- (bóng) theo gương ai\n[01* dtừ]\n- ((thường) số nhiều) nghỉ hằng năm (ở miền bắc nước Anh)\n- sự thức canh người chết\n[01* nđtừ (woke, waked; waked, woken)]\n- thức giấc, thức dậy, tỉnh dậy\n[02= to wake up with a start] giật mình tỉnh dậy\n[01* ngđtừ]\n- đánh thức\n- làm hồi tỉnh lại, làm sống lại\n- làm náo động (nơi nào) ; phá (sự yên tĩnh)\n- làm dội lại (tiếng vang)\n- khêu gợi, gợi lại (một kỷ niệm)\n[02= to wake memories] gợi lại những ký ức\n[02= to wake desires] khêu gợi dục vọng\n- thức canh (người chết) 
woken	như [03woke]
wold [01/would/]	[01* dtừ]\n- truông; vùng đất hoang
wolf [01/wulf/]	[01* dtừ] s/n [03wolves]\n- (động vật) chó sói\n- người tham tàn, người độc ác, người hung tàn\n- (Mỹ),(lóng) người hay chim gái\n[04! to be as hungry as a wolf]\n- đói ngấu\n[04! to cry wolf]\n- xem [03cry]\n[04! to have (hold) the wolf by the ears]\n- ở vào tình thế nguy hiểm, tiến lui đều khó\n[04! to keep the wolf from the door]\n- đủ nuôi sống bản thân và gia đình\n[04! wolf in sheep's clothing]\n- chó sói đội lốt cừu; kẻ giả nhân giả nghĩa, kẻ khẩu phật tâm xà\n[01* ngđtừ]\n- ngốn, nuốt ngấu nghiến\n[02= to wolf (down) one's food] nuốt ngấu nghiến đồ ăn
wolf-call [01/'wulf'kɔ:l/]	[01* dtừ]\n- (Mỹ),(tục) tiếng huýt sáo (của anh chàng theo gái) 
wolf-cub [01/'wulf'kʌb/]	[01* dtừ]\n- chó sói con\n- sói con (hướng đạo) 
wolf-dog [01/'wulf'dɔg/]	[01* dtừ]\n- giống chó canh cừu (phòng chó sói)\n- giống chó lai sói
wolf-hound [01/'wulf'haund/]	[01* dtừ]\n- chó săn sói
wolfish [01/'wulfi∫/]	[01* ttừ]\n- (thuộc) chói sói; như chó sói\n- tham tàn, hung ác\n[02= a wolfish cruelty] tính hung ác như chó sói\n- (Mỹ),(tục) rất đói\n[02= to feel wolfish] rất đói
wolfram [01/'wulfrəm/]	[01* dtừ]\n- (hoá) vonfam\n- (như) [03wolframite] 
wolframite [01/'wulfrəmait/]	[01* dtừ]\n- (khoáng) vonfamit
wolf's-bane [01/'wulfs'bein/]	như [03aconite]
wolf's-claw [01/'wulfs'klɔ:/]	như [03club-moss]
wolf's-claws [01/'wulfs'klɔ:z/]	như [03club-moss]
wolfskin [01/'wulfskin/]	[01* dtừ]\n- da chó sói\n- đồ làm bằng da chó sói
