telegraphy [01/ti'legrəfi/]	[01* dtừ]\n- phép điện báo, thuật điện báo
tenor [01/'tenə/]	[01* dtừ]\n- phương hướng chung, tiến trình\n- ý nghĩa, tinh thần chung, nội dung chính\n[02= the tenor of his speech] tinh thần chung (nội dung chính) bài nói của ông ta\n- kỳ hạn (hối phiếu)\n- (pháp lý) bản sao (tài liệu\n- (âm nhạc) giọng nam cao\n- (âm nhạc) bè têno\n- (âm nhạc) kèn têno
tenosynovitis [01/,tenəʊ,sainəʊ'vaitis/]	[01* dtừ]\n- sự đau nhức, mỏi cổ tay do vận động nhiều
tenotomy [01/ti'nɔtəmi/]	[01* dtừ]\n- (y) thuật cắt gân\n[02= tenotomy knife] dao cắt gân
tenpin bowling [01/'tenpin'bouliη/]	[01* dtừ]\n- (số nhiều) trò chơi mười con ky
tenpins [01/'tenpinz/]	[01* dtừ s/n]\n- trò chơi ky mười con
tense [01/tens/]	[01* dtừ]\n- (ngôn) thời (của đtừ)\n[02= the present tense] thời hiện tại\n[02= the past tense] thời quá khứ\n[01* ttừ]\n- căng\n[02= a tense wire] sợi dây căng\n- căng thẳng, găng\n[02= tense situation] tình hình căng thẳng
tensely [01/'tensli/]	[01* phtừ]\n- một cách căng thẳng
tenseness [01/'tensnis/]	như [03tensity]
tenser [01/'tensə/]	- xem [03tensor] 
tensibility [01/,tensi'biləti/]	[01* dtừ]\n- tính căng dãn
tensible [01/'tensaibl/]	[01* ttừ]\n- có thể căng dãn ra
tensile [01/'tensail/]	[01* ttừ]\n- căng dãn ra, có thể căng dãn ra
tensility [01/ten'siləti/]	như [03tensibility]
tensimeter [01/,ten'simitə/]	[01* dtừ]\n- (lý) cái đo áp hơi
tensiometer [01/,tensi'ɔmitə/]	[01* dtừ]\n- (kỹ) cái đo độ căng
tension [01/'ten∫n/]	[01* dtừ]\n- sự căng\n- trạng thái căng (của dây...) ; (bóng) tình hình căng thẳng, sự căng thẳng\n[02= to ease tension] giảm nhẹ sự căng thẳng\n- (lý) sức ép, áp lực (của hơi...)\n- (điện học) điện áp
